,price
1290,170000
20663,274950
9837,431000
12007,920000
20956,355000
14708,199000
5983,316500
18458,695000
16661,448000
4254,619500
8187,180000
7235,485000
9338,317500
16678,425000
12547,325000
11210,393000
19901,450000
19708,673000
3545,805000
12701,600000
10873,600000
15358,825000
1369,260000
14818,840000
10777,350000
20468,349900
17698,425000
4085,499500
12107,267300
1726,435000
2357,232000
3395,160000
11040,389900
7741,310000
7406,450000
15660,345000
20425,290500
20780,674600
12622,495200
6212,335000
9362,925000
17781,424000
1244,410500
7620,865000
833,662500
149,511000
20031,275000
5268,250000
10540,440000
13480,434900
184,835000
9079,415000
17304,578550
1487,514000
2926,167000
14716,1200000
5610,750000
16091,305000
5968,215000
20018,648000
8671,399950
12955,672000
15714,640000
2035,650000
5777,625700
10423,449500
264,369900
19683,290750
2504,285000
4692,646000
9603,760000
21222,288790
3030,316000
13979,410000
18634,385000
18779,490000
1378,520000
1500,206135
2291,275000
9459,600000
11739,2200000
10941,665000
7074,485000
19838,330000
7761,920000
20156,749950
11074,450000
19821,695000
13236,293500
11514,625000
16013,1400000
14520,770000
14450,607000
7203,170000
9001,485000
11362,565000
11220,395000
3254,1210000
7428,1600000
19466,885000
21169,272167
51,345000
7792,325000
8798,285000
7633,250000
13325,440000
12657,375000
11346,790000
1969,355000
15556,1830000
19097,715000
7848,420000
5578,360000
1514,621138
19932,829995
19717,442000
16552,333500
2322,552500
4671,1350000
16808,280500
15167,972800
18986,540000
3494,457500
9437,390000
1354,1080000
13577,260000
7237,560000
3537,175000
3156,350500
15830,696000
3326,487028
4000,247500
9307,903000
10675,452000
853,450000
16093,587000
467,325000
16235,255000
7179,358000
18642,1390000
16437,822600
2177,234000
6290,265953
1639,561750
3995,291000
4715,800000
3700,367500
10744,289571
17375,252500
19225,270000
7798,299500
17596,970000
11337,245000
14289,300000
7764,855000
12640,325000
20946,580000
3591,495000
10998,599950
8049,202200
6924,475000
515,300000
2709,780000
356,300000
6962,640000
20730,345000
15629,259950
8118,220000
8721,625000
3320,359000
16443,202000
20263,308000
16377,1660000
16665,399000
13471,975000
3348,401500
1629,180500
19166,475000
16171,480000
13753,625000
20233,2230000
5148,436000
8643,510000
3575,405000
13614,398000
7325,1250000
11552,240000
17660,690000
15964,154000
4047,245000
17914,282150
12225,385000
6991,359500
805,500000
8844,750000
16289,1600000
17913,550000
10746,400000
11941,900000
6854,270000
20372,420000
5666,689000
19075,962800
19438,269950
10677,410000
1367,672000
18848,1390000
15948,635000
16384,616000
15817,2480000
7553,382000
16374,400000
6044,751000
5072,740000
10226,233703
9461,291500
16560,420000
1022,349500
8704,348000
14872,297950
1286,364808
9654,331950
18793,780000
5908,390000
15579,430000
13427,575000
19392,401000
6543,530000
18768,432000
1348,450000
10674,1050000
13605,210000
21116,486940
4275,235000
14644,620000
532,970000
20938,549900
15665,346000
16273,565000
380,270000
10058,325000
21058,637850
19730,759990
7133,500000
19065,789888
10195,654950
930,545000
2626,500000
18910,1190000
20250,649000
21547,750000
2895,1250000
8611,699950
12913,590000
11906,464950
14375,2200000
15503,500000
9672,1700000
17443,490000
73,360000
19557,383962
2604,300000
11072,339500
17636,805000
20271,456500
10086,200000
1864,370000
9653,657500
4603,467000
9449,420000
21077,530000
12111,400000
20893,325000
10403,525000
17674,750000
10702,335000
2995,335000
6648,350000
16839,449950
17199,275000
7614,377000
9278,485000
2920,479000
19022,512000
5672,998000
19514,510000
18260,968060
8036,1440000
9471,850000
9621,920000
2777,560000
18606,640000
7097,765000
7544,219900
8159,186000
21291,495000
20103,424950
20836,367000
11581,255000
20257,349990
14486,729000
1203,179950
17789,427000
18083,718000
11105,536000
6163,460000
16141,245000
4718,499000
5927,840000
10399,185000
16547,279000
14041,389000
18431,358500
15512,265000
6342,430000
19744,2250000
15851,710000
12430,630000
4118,635000
14540,442900
20616,255900
5866,345000
19796,710000
17025,269950
17727,325000
888,480000
9277,265000
3927,210000
14508,500000
531,200000
11200,445000
14141,950000
7249,1050000
7875,150000
10639,950000
18179,225000
6784,212000
9863,240000
14726,110000
15271,364500
18493,340000
9340,375000
13074,868500
5681,510000
3166,285000
16650,402000
20147,995000
17195,625000
360,463000
17844,718000
11613,373000
952,720000
2160,332000
1799,206000
15531,259000
9766,336500
8124,287000
14243,615000
19721,484259
5427,605500
10034,555000
10400,269000
11171,750000
7711,151600
8946,684000
9570,449500
6564,535000
18484,340000
8478,343000
11280,498000
5175,478000
15296,297975
11453,290000
17937,550000
18575,1100000
3164,316000
8466,515000
20666,282900
16472,469500
10990,540000
2324,270000
8490,209500
12855,385000
10501,250000
3776,605000
315,305000
11107,629950
7758,860000
19501,267000
18404,252000
18386,392500
2974,427000
1275,747500
10605,489950
15040,675000
16912,226000
9697,260000
3598,889000
14784,190000
13662,1030000
14907,989000
3681,535000
15508,242000
1318,600000
13121,339950
5778,595000
3034,1800000
10572,198000
4811,285000
14292,223000
12503,225205
17550,261590
4725,248500
21316,685000
20865,352800
1222,320000
4943,225000
4255,435000
6883,495000
18366,1050000
20860,775000
20404,709950
3482,119900
7066,678000
10323,247800
11610,324000
11616,595000
1538,1300000
21410,890000
14763,1610000
14625,335000
19128,266490
1553,957500
12527,1030000
13717,472000
14266,428000
7341,1530000
2817,1390000
20717,352499
7960,466000
8810,465000
2381,400000
12583,671000
12567,309500
3524,195000
2629,420000
21516,3000000
7447,479000
2766,549950
14324,710000
12087,1110000
1656,400000
4818,650500
7896,380000
18227,430000
16292,870000
3151,1510000
19770,679950
12056,661000
14285,783500
5046,249000
9403,549900
4025,777000
3717,735000
16810,381000
5574,450000
12463,314950
1923,432000
6223,257500
12881,582000
11587,575000
21580,350000
15881,245000
7054,780000
6177,289950
18926,90000
15337,550000
11865,1400000
8185,350000
3515,328950
20895,550000
7031,584000
17869,440000
5807,720168
4969,385000
9980,388500
15414,466000
6387,303000
13658,557000
10337,500000
16000,987000
6548,318400
7241,212000
7363,650000
15759,520000
18225,591000
13239,375000
5400,520000
1209,585000
9166,299000
474,859900
3311,428000
8407,445000
4596,1210000
19619,377000
7656,670000
9775,340000
13922,339950
12826,305000
20927,336000
15934,276000
5060,430000
15210,725000
16515,950000
11758,855000
15383,635000
1341,780000
2184,700000
20183,1100000
13196,324950
11807,380000
247,181000
20640,327000
12566,583800
14695,405000
29,719000
1119,224500
15354,120750
7407,552000
14686,690000
4842,261000
6171,560000
12435,610000
20797,580000
10166,495000
633,650000
8238,695000
8152,220000
21523,370000
4745,921000
20813,386000
868,381156
9512,1350000
15387,281000
7165,280017
9735,999950
13155,548000
13950,695000
6119,603000
4129,740000
3559,539950
18887,430000
19951,268500
11250,950000
16323,1350000
860,245000
7785,182000
4105,685000
18694,340000
19143,858000
10723,345000
15511,1110000
14484,415950
848,512000
1243,880000
12462,433500
5325,595000
16338,449950
6179,471000
17564,375000
3460,460000
12522,518000
18755,2150000
16386,245000
10381,1400000
4011,820000
5572,227500
15609,180000
17432,979700
21285,325000
9054,499000
3863,442000
2551,313000
21079,255500
3047,525000
2431,233000
20181,594000
16694,213500
18002,301500
17476,405000
1940,998000
15240,468000
13728,252000
3825,205000
5875,241000
15722,960000
1229,349000
15509,415000
16145,517850
6820,220000
4855,382500
1474,515000
14525,415000
1733,252000
2628,705000
11942,350000
11255,499950
13810,550000
2622,359950
7797,1040000
6459,188000
4562,530000
5052,339000
19218,1150000
10597,959900
19393,260000
17146,385000
7444,343000
5110,832600
3890,308000
6810,285000
20920,880000
21365,391000
14260,365000
3314,410000
3441,276000
14137,667000
14377,510000
991,645000
914,645000
10022,579500
20254,611000
8377,288000
14052,201000
3654,715000
12362,670000
9811,475000
7418,935100
18868,400000
19532,515000
740,360000
31,280000
971,397500
5839,616000
10756,445500
3962,680000
5560,258000
1116,624000
5805,258000
16540,1190000
2467,824000
831,350000
9027,340000
2825,256000
8694,249950
5217,600000
6460,755000
6694,185000
15428,340000
12129,525000
7368,510000
14685,349810
2044,399950
1980,562500
13344,299950
2683,315500
1346,735000
18461,552700
14654,177000
3653,225000
16739,208000
744,395000
7108,481000
723,636000
18360,492000
19339,390000
4340,370000
18598,299500
5394,760000
4813,475000
3870,210000
12680,850000
11484,225000
11254,951000
17642,450000
11180,591000
15394,990000
746,650000
18251,475000
9507,380000
13389,1580000
13200,635000
15723,812000
16148,365000
9154,748000
12842,310000
265,290000
21325,430000
18812,611000
12308,518000
3139,485000
14295,848000
4533,297000
9992,620000
10427,312000
11735,400000
3062,580000
10404,810000
21436,749950
12458,728000
15925,279000
16597,275000
10177,445000
9563,725000
13964,870000
5223,383000
10249,415000
11764,625500
13855,225500
3947,550000
2058,429000
8086,315000
6451,344950
20095,329900
19288,234000
4922,820000
3838,585000
7382,1780000
8306,500000
19520,875000
284,330000
16479,444950
18264,449000
10856,310000
12147,200000
11634,491000
21206,372000
7859,285000
18664,262000
5536,538000
18905,675000
14156,568450
19997,358000
14123,460000
9476,707000
15833,251000
21158,734990
2003,830000
5346,279000
14242,572000
11956,239950
10431,575000
20316,399895
15666,779000
20785,290000
12343,850000
8235,580000
12148,552775
13831,355000
11281,857000
14766,299000
3217,845000
14543,780000
4333,485000
14085,275000
10001,457000
1003,245000
10585,502000
6853,280000
9268,220500
449,520000
5295,405000
11090,485000
18891,550000
17568,90000
17643,746000
10247,720001
2522,225000
7199,277000
11348,246950
20485,760000
9033,265950
8518,453000
18820,640500
20876,562500
21192,478830
11323,874000
7297,260000
4483,2000000
10763,725000
19487,229500
11525,192500
16987,420000
13130,219000
4418,247000
15035,905000
5963,2730000
15349,707500
10082,840000
4042,704300
14901,500000
6659,525000
19751,390000
17664,500000
9022,349950
19533,945000
3799,225000
10096,139500
12743,292000
6401,473000
6358,250000
10242,212644
9494,604000
328,186375
18088,505400
2493,322000
12217,310000
15246,250000
14006,255000
20013,572115
21114,718500
11149,220000
20394,529950
8309,515000
6067,175000
13845,775000
11054,845000
15570,400000
6361,384000
13656,612000
2199,1680000
3083,660000
13486,1130000
5452,785000
18285,549900
10167,600000
14940,275000
18170,900000
21017,359782
5587,235000
21545,305000
5353,320000
6094,1150000
16468,380500
9857,523500
3487,1080000
14973,480000
19173,500000
10335,830000
10391,399000
16895,162950
21500,1870000
6532,280000
11401,560000
17115,500000
12693,390000
4861,175000
13767,375000
10975,262500
11858,260000
4470,381000
19141,650000
2859,929000
14002,515000
3122,524000
3184,515000
18439,353000
6814,580000
4334,622000
12275,624000
16511,585000
4450,470000
164,420000
21298,490000
3199,710000
5986,925000
1319,432000
7642,542500
10732,205000
472,1200000
1997,465000
18,189000
5158,1500000
18521,490000
17409,179000
8289,605000
12181,615000
5935,410000
3114,387000
6110,541125
11027,494950
19545,400000
5940,387000
16833,800000
21303,935000
4372,352800
6362,817000
3744,455000
16562,109500
4529,418000
17724,263000
11560,479000
3548,355000
13967,575000
14903,437500
1591,372500
6825,332500
9708,485000
1769,2350000
3596,488250
16867,566000
20351,310000
6994,356200
17690,616750
2485,1010000
17164,325000
4644,397500
7229,300000
16461,269000
21160,525000
7047,920000
10081,275000
13216,459950
21156,235245
7748,460000
8865,408000
18587,192000
12974,146000
13163,220000
8650,286000
11057,298000
6006,455000
17136,204250
8313,375000
20021,527500
17083,1480000
8142,477500
19964,358000
6942,649950
15232,480000
1492,577000
14914,671000
15191,710000
18470,543000
19749,489500
8223,342888
2154,535000
14038,639900
14359,570000
16453,200000
21429,250000
1449,215000
3175,450000
11819,330000
20261,1210000
13478,200000
20343,879950
15606,640000
19605,785000
11338,535000
1531,409900
20885,312000
10624,1150000
12553,660000
11766,168000
15352,319000
11374,666000
10104,289659
7208,304000
504,280000
14612,564800
6953,210500
8531,770000
3580,200000
7089,221000
21236,429900
17182,187250
4840,224000
5074,250000
9786,435000
7264,1620000
20179,614000
61,289000
18159,339000
11037,580000
18063,1700000
18844,520000
12429,680000
13563,1000000
17951,437000
15667,335000
4742,353000
14369,765000
4456,390000
19232,403000
9881,128000
19370,750000
20838,595000
17952,240000
12157,718000
7486,365000
