,Actual,Predicted
19861,430000,529501.5483936667
11156,850000,972126.920677349
15338,835000,1139117.9136770964
9741,499950,553239.5995330662
14780,713414,997244.0687466562
6207,575000,558384.662174359
11330,442500,373416.9741220921
3564,299000,296361.4421028495
14733,420000,646575.9345336109
2515,1250000,1173969.2403611988
12790,320000,646784.0789829344
4029,2500000,1649354.825325951
9765,315000,228415.36449430883
4219,356000,194894.92215906084
15618,292000,345018.4849997163
15514,262000,226588.96843715012
6967,665000,918802.1156825572
14231,140000,326756.0263598561
8304,450000,596274.1514503956
3032,170000,180400.1073769629
4706,575000,632510.9369546026
16380,1540000,1083850.0050085187
6934,591000,605868.4194582254
14468,750000,841573.5020435452
3190,537000,376115.7324511111
249,481000,474046.811398834
20497,772000,489605.5195364505
17767,900000,823494.146033749
6709,286000,275445.8908435106
19808,388000,374123.8136809319
2135,1740000,1186827.6847696006
15370,276000,180664.97267965972
18834,265000,413506.8919444382
19442,278000,335911.600951761
6517,439000,797774.1847456992
20774,469950,495603.2332223207
1510,390000,339025.7647777647
4073,350000,481354.42841662467
12069,725000,820959.316177249
20285,419950,274330.2814463377
5063,461550,508575.8597712368
11218,753000,673382.6467246115
5334,303500,324233.4053711146
4852,330000,494469.22391603887
10548,445000,442392.58373585343
18644,237950,161565.8720986098
286,467000,518780.1900127381
3006,524000,499876.225617826
4272,1280000,934117.7886840999
20206,204000,126531.48730145395
5669,299500,108319.09816031158
177,385000,416729.3488229513
19388,229999,130650.76813572645
1131,269000,292627.2461144477
9370,405000,387654.05834046006
5752,235000,324854.97291845083
15413,479000,524608.7121940553
19043,522500,536648.7119367272
14544,930000,717204.1999829113
19376,936000,816364.7616924196
6868,439000,717893.8939668834
12633,577500,593551.1184301823
401,360000,404330.66664244235
18222,522500,411418.44505007565
11196,470000,457844.50124390423
1749,416000,473201.7873095423
10914,582500,603147.1087466031
10419,315000,413044.59294068813
12388,560000,529938.5393218994
19098,240000,243793.36602830887
15915,415000,399947.615193516
12961,250000,457037.63539776206
14753,530000,611273.1168104112
13014,305000,171620.60454714298
10060,356000,641877.1684781164
11548,365000,563269.9730185568
10832,265000,237101.99098922312
4171,438000,420365.33625259995
19844,2700000,1984110.9270665348
6926,985000,1091032.4302352369
15139,270000,443710.8193876147
12011,247000,237211.91373807192
16585,376000,645002.3531556726
20061,428900,502177.2760691047
17466,597500,548955.4978221059
5439,250000,129012.71558183432
18952,295000,314540.3441810161
21332,825750,809529.6711583138
2143,270000,517602.12069913745
5197,285900,281635.72857525945
9137,545000,374864.31067328155
9241,462000,516866.68192893267
11861,730000,1043609.311287865
13528,310000,323277.39918133616
2706,485000,728127.5489888936
9998,950000,834315.5489499718
16817,194000,277443.48240429163
18340,246500,222515.8679292053
16391,305000,433105.1023194343
6246,525000,555610.8980510682
19661,280000,250598.07569022477
8715,625000,703512.0916360021
12597,412000,549383.3491360098
9368,1570000,1499372.6313843727
2600,381500,511305.9249872565
12686,1100000,819113.7809443325
8040,408000,502203.1891359538
1954,590000,629774.1765423119
14459,528000,634583.6700994819
7666,620000,688279.19592987
980,718000,836131.5601058453
1913,411753,352496.87531904876
16556,440000,491336.97158776224
13490,372000,501357.36852175
6987,708000,775117.0486491323
13052,380000,334732.1383011192
5237,610000,484711.90849246085
1569,539950,419427.86414946616
12785,899000,1006300.626291737
10754,709000,479846.19196769595
5441,270000,296587.19825318456
11800,491500,307117.29609794915
9191,400000,964952.5013985932
2931,209000,71169.59552054107
19034,340500,480017.68808063865
8753,540000,678553.4616440237
11934,571000,535414.2045961171
10552,500000,555389.822257191
18565,325000,200460.46484692395
4331,705000,767308.7607882172
2731,699900,547669.8002811521
11341,651500,535787.0258863717
7502,499100,500211.3395767361
19322,345000,381544.8195141405
19337,215000,222145.892534554
2571,439950,448426.264794752
12875,808000,642412.1691589803
15017,270000,316262.7951038778
8871,280000,259674.09206469357
20327,830000,883179.8136710525
12642,945000,677841.5351415277
12396,239000,215166.76123078167
18464,3300000,2146837.7107712626
3081,740000,688758.7615282536
20850,1280000,1088178.452164203
12604,2000000,1769638.741718784
19049,324950,280121.1311843097
20433,356999,444776.5418626964
3016,540000,566112.9939462692
18619,710000,855454.4629652053
10475,405000,437348.18573355675
4410,1150000,954395.4729125202
6173,670000,681401.1742667705
20541,379500,403169.7560714632
17851,675000,602563.8106211424
18262,380000,521648.37139831483
18081,310000,712045.9166355729
2946,225000,152161.1457579732
354,252000,203616.71927122772
10132,252000,211178.11698126793
5871,605000,619914.1861417592
1327,1200000,880876.3364270031
15607,605000,619439.4763624519
7832,375000,390952.17878347635
2442,143000,9206.262174978852
5442,880000,701995.5342582613
15295,358000,504744.68185567856
2422,575000,414591.46005660295
5757,215000,269454.41605332494
1958,302000,279500.5679682642
50,228000,193533.85043649375
648,157000,129148.46443869174
14942,1500000,1269459.2501557618
11405,315000,346799.9463765025
336,559900,829899.0007044971
9615,511000,699349.647293821
19118,163000,231986.79845929146
16795,400950,520192.66214345396
4019,430000,326450.50768342614
16549,185000,87155.7445346713
16265,264950,107069.12463241816
14647,320000,254401.9155997783
15275,1120000,847853.8135198653
10520,770000,556148.4179941714
12928,453000,600913.7531194836
9070,700000,520303.55117478967
9581,620000,503511.22142767906
7985,954500,823138.2457225472
17238,499950,667443.1928693801
5790,665000,567923.8167070746
9687,865000,620452.0075932294
19643,440000,660988.854261592
2554,646000,837692.3172459006
18712,180000,291296.09211708605
5990,286000,196297.65019237995
3982,354000,292727.6974773854
4165,359950,476058.9053116292
12576,640000,715792.1557578892
20063,1040000,634930.0294025391
12207,359950,479170.9046765119
4778,717000,781359.0937497616
4382,939000,759423.1453546137
14386,725000,701952.9991303533
3602,328000,153551.6665367931
3038,2300000,1387677.181667924
10371,268450,256673.04765884578
998,289000,381115.1089875251
4369,160134,173720.96255649626
1477,235000,253638.4651878178
12786,317000,369642.39106328785
3704,201700,129843.35727873445
3929,239000,230175.5831157118
13176,710000,511848.0776203722
1023,446450,367687.5579572171
1035,395000,340737.24513825774
21490,810000,808299.5175883919
15810,525000,684704.6420523077
20646,315000,295879.1654190421
12261,513000,463712.5559231788
16406,750000,1278877.6075654924
11772,265000,169373.3653343022
17800,592500,614618.9584923983
790,522000,448550.0003539026
7724,340000,242111.4668942988
218,1070000,1174147.3074692786
8454,460000,458376.03675335646
1884,340000,262424.05328531563
7127,713400,677554.9656895101
13506,220000,258323.22945918143
10994,300000,387450.27275909483
15156,230000,162442.05613580346
17635,1550000,1645908.6994327605
5360,404000,431817.162353456
4566,140000,99994.97160939872
20251,545000,430069.1515599936
9157,196000,-19279.66343434155
20903,575000,498631.75037254393
18199,475000,358302.071219936
18453,285000,309313.01836910844
4996,519000,579135.2415700406
9671,432000,508594.5857935697
3180,395000,442426.99792061746
15008,340000,512095.7510139048
19908,455000,356377.380635947
4584,585000,682953.2288812995
8155,511000,845119.5058441162
15855,495000,599791.6226614565
1756,550000,979691.4167138934
12351,488500,494067.38168890774
3568,277950,239936.95840403438
17966,615000,534756.8446774483
15137,352500,229829.09186340868
10044,370000,391386.60671915114
21234,1080000,766570.7349772453
15112,320000,309830.76737092435
20326,1360000,1367761.2540857196
13524,332500,382324.3882161975
20049,379000,433334.31249403954
7019,802500,609800.633451581
15700,205000,240388.44584582746
13243,760000,825839.7315187603
4406,565000,499785.41811044514
18640,465000,456378.14360933006
3223,875000,770381.6542513818
325,240500,305590.5457057208
18186,488000,587408.0388313234
11227,595000,373000.8451254815
14209,234000,256682.4353325218
19610,825500,853158.4480047822
2875,720000,847034.7319042385
21099,320000,416644.8135936707
2418,580000,514921.211900875
19677,319000,149802.28095676005
16298,740000,742544.7049481869
9453,258000,263757.67363905907
18652,395000,408689.74863636494
56,292500,288742.5635254085
11098,265000,598590.4245807827
6821,243000,327408.79575647414
6817,347000,618977.2921384871
15259,457000,636598.2409272641
10546,729000,948141.7042281628
10500,495000,395734.9106771946
627,1040000,758798.1375626326
19250,372000,411718.4646192044
6141,639900,867953.4643178731
17528,447500,549699.1238851249
13151,790000,688880.1623047888
20658,349950,540557.8922540098
7210,779950,799504.1218213737
8923,199950,323526.8972661942
358,900000,516409.71930864453
5247,424240,664779.4499635398
15402,574950,715587.112097457
3645,335000,313033.24978388846
16499,337000,529593.8757255077
2308,993000,851532.0341670513
107,188500,255942.52842886746
6556,475000,639784.5794180781
3042,430000,313310.0738504976
5834,980000,874066.4126861542
17428,337000,337791.3668990433
15656,1720000,1140739.056957215
7991,420000,443941.8427967131
20823,725000,755782.3989456892
14310,495000,463545.88415181637
13953,306500,193758.12364006042
9506,404000,426542.74409869313
8677,390000,267526.733974427
12782,495000,625445.3795182705
19699,345000,448949.27194288373
14756,450000,374631.57537195086
6084,450000,531834.8398007005
8791,175000,291191.35496270657
13133,525000,559407.7824943364
11005,397500,510035.0324295759
7936,450000,696425.7442899197
1557,610000,711124.6768551022
7062,499950,555295.0713650435
5493,230000,339457.43360081315
5542,650000,682877.828214094
3787,689800,823711.3525120467
18950,420000,410774.1564987153
17964,360000,417623.31190276146
21331,680000,648272.6697363257
11605,311000,230724.0091599971
12132,590000,529269.0846994668
4216,329500,478752.9941569716
16618,429950,659499.312867716
14960,1020000,908809.051574409
5503,540000,778563.9708998054
14423,760000,836825.5237410665
15554,560000,764659.6491177827
13374,285000,436031.87209682167
3086,280000,151755.30421204865
5362,220000,174814.01640114188
19688,359950,370505.3119663894
11089,435000,583117.4421720207
7424,203000,185191.57993738353
15923,470000,674937.369747743
8640,929950,1209600.2220361233
3050,615000,727879.3039080054
8836,355000,468540.0793775618
21008,740000,501746.9595042467
15313,599000,529935.21788086
14591,720000,917383.0199126005
2653,900000,913514.4715927243
3078,387500,524358.5735573769
3655,335000,356996.21381023526
4974,210000,358927.8451319039
10770,602000,549622.3102979958
12742,606150,502579.9856978953
6356,650000,780499.3938216418
14557,412000,441551.1336875856
9039,329800,282904.10882619023
9979,716500,749349.73561804
8076,280400,266939.6920174211
6885,230000,245706.91344803572
3573,307000,159011.1392481029
5411,798000,816275.7853565067
5170,290256,324316.7270205319
10432,646000,635036.6071281135
4195,423000,447101.2816568762
9903,240000,281137.02908945084
2790,280000,225862.68323533237
19905,398000,294940.4868736565
1959,800000,647952.883379072
2204,604000,606926.0904223323
5890,295000,420683.9869749397
10091,550000,521923.25234664977
6631,400000,371904.6040406078
16657,500000,537748.3950639218
3270,600000,709413.2589001507
18316,2920000,1659094.8578077257
18821,310000,412160.9765904248
4643,289950,507212.9235163629
15847,510250,391745.95292796195
15669,799990,888277.8717440665
19395,470000,637137.5307584405
5658,898000,692178.0342087448
6863,685000,674497.897944063
3734,460000,355488.9821432382
17599,337000,195772.60257562995
8705,301000,676915.8111061007
3228,511718,491268.4696576297
13343,315000,413751.42327719927
19323,874950,381544.8195141405
7860,217000,294354.21402972937
3552,300000,379584.09327323735
6587,267500,243672.76444496214
15588,687000,795581.477369979
20390,729000,798816.0667879134
18473,295000,454327.8605365455
16019,470000,609721.5001401454
3390,122000,-65571.29971970618
5619,500000,600957.7418938875
20002,633634,620899.873761788
6034,550000,631412.5580207855
17607,451000,600138.4379883409
7763,269950,305942.2489505708
14184,822000,669250.986937046
5994,599000,863727.7387140542
19497,487585,477671.50772227347
13424,690000,696968.0004356503
545,910000,1129937.9614639282
19488,445000,448581.95881710947
8431,285000,336434.3198572993
12443,420000,419264.2334705442
11843,310000,356673.42137536407
1853,439500,415417.1163532585
5341,365500,405387.27812202275
18104,321000,423508.41326352954
4685,465000,474686.67033566535
9553,235000,359927.8553791791
8061,450000,458606.86700570583
3576,360000,468081.1439188719
11571,286500,268583.06326670945
8553,324000,334446.5303117633
